Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Caffeine Solution 5% + EGCG,Chandralestari,"Combination, 25 - 29",Chandralestari doesn't recommend this product!,3 days ago,Gak terlalu suka sih sama ini. Soalnya gatau kenapa gak terlalu ngaruh kecuali bikin lembab tapi gak selembab itu juga (?). 1 botol gak habis-habis terus di leher botolnya harus sering banget dibersihin kalo ngga jadi kaya ada produk kering gitu dipinggirannya dan jorok ... Read more,3
Caffeine Solution 5% + EGCG,emashanti,"Dry, 19 - 24",emashanti recommends this product!,4 days ago,Banyak yang menyarankan untuk coba product ini kalau punya masalah bawah mata yang gelap bgt. Sebenarnya mata panda aku ini emang udah keturunan ditambah dengan pola tidur aku yang gak bener. Jadinya ya bakalan emang susah banget hilang. Emang ga terlalu ekspektasi ting ... Read more,3
Caffeine Solution 5% + EGCG,onlyamnesti,"Combination, 19 - 24",onlyamnesti doesn't recommend this product!,11 Sep 2020,"jujur aja enggk ngaruh apapun di gue, padahal udah abis setengah botol, beli di shopee dapet yang tutup botolnya mudah kebuka gitu kalau di rapetin, dia kalau kena udara kayak mengkristal giru keringnya.",3
Caffeine Solution 5% + EGCG,Freezcha,"Dry, 30 - 34",Freezcha doesn't recommend this product!,06 Sep 2020,"well, aku percaya klo the ordinary itu bagus tp untuk produk yg ini, so sori it doesnt work for me. ga ngaruh apa2 ga ad perubahan apa2 jg.. entahlah mgkn mataku yg salah 😅 sampe skrg pun blm nemu eye cream yg cucok buat si mata ini 😓 any suggestion?",3
Caffeine Solution 5% + EGCG,anisadwm,"Combination, 18 and Under",anisadwm recommends this product!,31 Aug 2020,aku udah habis setengah botol lebih tapi gak ngaruh sama sekali di mata panda aku. teksturnya kentel dan lengket gitu dan kurang nyaman kalo di pakai. repurchase? No deh mau nyoba eyeserum lainnya yang lebih ngaruh,3
Caffeine Solution 5% + EGCG,micalla,"Oily, 25 - 29",micalla recommends this product!,30 Aug 2020,"On the bottle, it is written that this eye serum ""Reduces Appearances of Eye Contour Pigmentation and of Puffiness."" The former did not happen to me at all even after finishing a bottle of this eye serum. It took months to finish a bottle since you only need a small amo ... Read more",3
Caffeine Solution 5% + EGCG,Minz_elle,"Combination, 30 - 34",Minz_elle recommends this product!,30 Aug 2020,"serum mata satu2nya yang aku coba, biasanya pake krim mata bukan serum. teksturnya gelish lengket gitu, jadi dipake tiap mau tidur aja. karena gag cocok buat dipake dibawah make up, karena akan menimbulkan efek seperti lem bulu mata, lengket dan ada garis putih2nya gt. ... Read more",4
Caffeine Solution 5% + EGCG,olta,"Combination, 25 - 29",olta doesn't recommend this product!,29 Aug 2020,"☁️tekstur nya liquid, aroma tidak ganggu waktu di apply gumpal gitu rasanya berat padahal pakainya tipis². ☁️ efek di under eye gk ketara ada kemajuan sama sekali tidak mencerahkan atw pun melembabkan tapi masih oke gak ada efek buruk seperti milia",3
Caffeine Solution 5% + EGCG,rossaindahrahma,"Dry, 25 - 29",rossaindahrahma doesn't recommend this product!,29 Aug 2020,gak ada yang gerubah sama kantong mataku . tetep item. aku terusin sampek abis padahal. mungkin karena mata aku parah hitamnya. textur tetap sangat kental tapi gampang di serap. huhuhuhuhuhuhuujuuuuhuhu,2
Intensive Treatment Eye Serum,attaqirakay,"Dry, 19 - 24",attaqirakay recommends this product!,2 hours ago,"Aku suka banget sama produk lacoco inii, aku udah 4 minggu pemakaian produknya dan perubahannya enggak bikin kita kecewa,cocok banget untuk dark circle,cara penggunaanya juga simple dan harga sesuai banget sama hasilnya,sejatuh cinta itu❤",5
Intensive Treatment Eye Serum,yovitaapaska,"Oily, 19 - 24",yovitaapaska recommends this product!,12 hours ago,"udah pake ini selama sebulan lebih 1 minggu. teksturnya enak, gel tapi cair gitu. mudah diaplikasikan dan lumayan cepet menyerap. gak perih jg kl ga sengaja masuk mata. aku biasanya pake setengah pump dan udah cukup buat 2 mata. kalo kelebihan pake di smile lines juga. ... Read more",5
Intensive Treatment Eye Serum,kartikaa__,"Combination, 19 - 24",kartikaa__ recommends this product!,20 hours ago,"Udah sebulan aku pake eye serum dari lacoco ini dan hasilnya beneran bikin garis halus dibawah mataku terlihat memudar, terus bagian bawah mata juga jadi lebih lembab. teksturnya gel tapi mudah menyerap. buat yang punya masalah garis harus atau tanda penuaan lain di baw ... Read more",5
Intensive Treatment Eye Serum,tichew,"Normal, 30 - 34",tichew recommends this product!,a day ago,"Eye serum berikut kemasannya beda dari yang lain, karena biasanya kan tube gitu. Nah ini pake pump, terus.. pump-nya pun yang super smooth ngambil produknya, bisa dikit banget. Botolnya kecil, handy travel friendly dan kece, futuristik! 🖤 Produk perawatan mata ini meng ... Read more",4
Intensive Treatment Eye Serum,intenlusy11,"Combination, 19 - 24",intenlusy11 recommends this product!,2 days ago,"Jujur suka banget aku sama produknya ...garis-garis halus di mata aku bener memudar dan mata panda aku juga nggak kelihatan lagi ..dari segi pacagingnya juga simpel tapi mewah dan mudah di bawa kemana-mana ,teksturnya juga enak gampang menyerap adem juga ❤️",5
Intensive Treatment Eye Serum,fikaflsh,"Oily, 19 - 24",fikaflsh recommends this product!,2 days ago,"Packagingnya bagus simple dan cukup mewah, aplikatornya pump pas banget ngeluarin produknya ga kebanyakan ga kedikitan juga, teksturnya ringan sangat mudah diratakan dan cepat sekali meresapnya, sudah pakai ini selama sebulan mata panda dan kerutan jadi berkurang ❤️",5
Intensive Treatment Eye Serum,indiradina,"Combination, 25 - 29",indiradina recommends this product!,2 days ago,"serumnya bagus, packingnya juga simple gak ribet. menenangkan daerah mata juga, kerutan belum menunjukkan perubahan yg langsung wow, tapi serum ini bener bener buat mata rileks. Gadak bau sama sekali, gak lengket, dan aman aman aja buat wajah aku yang oily skin. Kalau h ... Read more",4
Intensive Treatment Eye Serum,bubblepoo,"Combination, 19 - 24",bubblepoo recommends this product!,2 days ago,"Akhirnya beli ini setelah sekian lama nangkring di wishlist. Karena cukup pricey, aku beli yang secondhand di twitter. Bagus kok! Gak terlalu mengurangi dark circle sih, tp teksturnya aku suka. Ga berat gitu dan gampang nyerep. Menurutku eye serum kayak gini cocoknya di ... Read more",4
Intensive Treatment Eye Serum,larasyunitas,"Oily, 19 - 24",larasyunitas recommends this product!,2 days ago,"rutin make pagi malam selama sebulan lebih, kulit area mataku terasa lebih kenceng. menenangkan, ada cooling sensation, dan nyaman juga makenya karena setiap jam ngeliatin layar ponsel dan laptop. aku suka packagingnya, sih, gak ribut, shoo minimalis. Untuk tekstur prod ... Read more",5
Intensive Treatment Eye Serum,heysungkyung,"Oily, 19 - 24",heysungkyung recommends this product!,2 days ago,"Produk Lacoco ini jadi salah satu produk best seller mereka, eye serumnya sempet sold out beberapa kali but i'm happy i had the opportunity to try this product for the first time in my life hehe. Teksturnya ringan banget, berbentuk gel, dan gampang menyerap ke kulit. Pu ... Read more",4
Brightening Eye Roll-On,hananafina,"Oily, 19 - 24",hananafina doesn't recommend this product!,30 Aug 2020,"pernah nyoba ini gegara kantung mata udh item banget, makenya enak tp manjurnya ga keliatan aku pake ini hampir sebulan tapi kantung mata aku masih hitam ga ada perubahan, perubahannya juga sementara itu pun kalo sering make.",2
Brightening Eye Roll-On,angelyfebby,"Combination, 25 - 29",angelyfebby doesn't recommend this product!,28 Aug 2020,"Sempet cobain dulu banget, eh tapi ga ada ngaruh apa apa. Packaging cukup simple sih tinggal roll on aja ke area mata. Tapiiiii anehnya setelah beberapa kali pemakaian, di aku ada sensasi cekit cekit agak perih gitu kalo dipake di under eye.",2
Brightening Eye Roll-On,dejoyasc,"Combination, 25 - 29",dejoyasc doesn't recommend this product!,12 Aug 2020,aku pakai ini kayak ga ngaruh apa2 guys ga bikin cerah juga dan apa yaaa roll on nya juga biasa ajaa gatau kenapa ga work di aku produk ini. cuma ngerasa lembab doang itu pun ga lembab banget gitu cuma kayak after pakenya aja berasa lembab tapi ga jadi jangka panjang gi ... Read more,1
Brightening Eye Roll-On,bintangmhyn,"Combination, 25 - 29",bintangmhyn recommends this product!,05 Aug 2020,Dulu bgt pake ini. Niatnya sih ngeredain mata panda yg emg sering dipake begadang. Efeknya di undereye aku jadi segar dan lembab aja. Roll nya enak gt buat pijat karena dari metal jadi dingin2 gt. Tapi karena roll dan otomatis nyentuh kulit lgsg kayaknya kan jd kurang h ... Read more,4
Brightening Eye Roll-On,Manda08,"Combination, 19 - 24",Manda08 doesn't recommend this product!,04 Aug 2020,"Enak sih dipake nya dingin trus serumnya gak thick juga jd gak ganggu, kemasannya roll pulak jadi bisa sambil pijit pijit syantik, tapi gak ada efek apa2 di aku, mungkin harus jangka panjang kali yaa baru keliatan. Kalau utk biar bawah mata gak kering sih ini oke ya, tp ... Read more",3
Brightening Eye Roll-On,chacha_neysha,"Combination, 30 - 34",chacha_neysha doesn't recommend this product!,03 Aug 2020,Gak terlalu ngefek apa2 sih sama mata atau mungkin emang saya begadang kerja makanya gak ada efek . Cuma emang melembapkan banget . Dulu beli waktu jaman kuliah awal2 keluar product ini sih . Dikit roll nya jadi enak waktu di mata seger cuma efek menghilangkan mata pand ... Read more,3
Brightening Eye Roll-On,neniandita,"Combination, 35 - 39",neniandita doesn't recommend this product!,26 Jul 2020,pernah pake ini dan ga tau efeknya apa pake kaya beginian. aku pikir ini bs buat ngelembabin daerah mata sambil dpijit2 sm roll on nya tp ga ngaruh tuh di area mata aku tetep kering klo pake ini. mungkin ini tuh fungsinya cuman buat pijit2 mata lelah aja kali ya 😂 efek ... Read more,2
Brightening Eye Roll-On,Ifana,"Dry, 30 - 34",Ifana recommends this product!,23 Jul 2020,Dulu ini selalu aq masukin kulkas. enak bget buat mijat2 bawah mata. krn bentuknya roll on dan kecil jadi bisa dibawa kemana aja. teksturnya krim tp agak ke gel gtu. lumayan butuh waktu meresap ke kulit. Tapi aku g ngerasain efek apa2 sih selain tidak menyebabkan milia. ... Read more,4
Brightening Eye Roll-On,jellybeans210,"Combination, 19 - 24",jellybeans210 doesn't recommend this product!,15 Jul 2020,"uda pake ini sampe 1 botol habis pn gak ada perubahan sama sekali, nth ini gak work di aku atau gmn cuma berasa pas di aplikasikan dia basah dingin2 gitu dan yang aku gak suka itu aplikatornya menurutku agak gak bersih karna langsung kena ke wajah gitu repurchase? ofc n ... Read more",2
Brightening Eye Roll-On,anysalamsyah,"Normal, 25 - 29",anysalamsyah recommends this product!,13 Jul 2020,Gak ada perubahan besar sih utk mencerahkan. cuman melembabkan saja. padahal perlu banget utk mencerahkan sesuai dgn slogan dy. tp mgkin di aku aja gak cocok ya. Ditambah sih ak ngga pernah begadang sering jd emg gak ada mata panda bgt.,3
Eye Serum,anggraeni_nillaa,"Oily, 18 and Under",anggraeni_nillaa recommends this product!,4 days ago,"Buat aku yg mulai memasuki usia hampir kepala 3. bingung banged dong harus gmn menghadapi keriput halus dan mata panda sekitar mata. Tekstur dr eyeserum ini gak terlalu cair , smooth, dan cepet ngeresap dikulit. Tinggal pijat lembut dengan arah memutar ke satu arah seki ... Read more",5
Eye Serum,rinisinam,"Oily, 19 - 24",rinisinam recommends this product!,6 days ago,"Jujur bagus baangt dan gampang di blend gitu, isinya lumyan juga banyak dan paling penting ngefek di aku, buat nutupin mata pandaku, kalian juga harus banget cobain menurut aku karna sebagus itu dan terjangkau juga beb jadi cuss aja langsung🤗",5
Eye Serum,anggirafika,"Normal, 25 - 29",anggirafika recommends this product!,11 Sep 2020,"Berniat nambahin eyecare di skincare rutinku. Concernku area mata gelap, ngebentuk cekung gitu, plus kalo siang hari tuh abis pake skincare kesannya agak berminyak area bawah mata. Dan akhirnya milih ini buat produk pertama yg kucoba karena budgetku ga banyak. Intinya n ... Read more",4
Eye Serum,deams,"Combination, 30 - 34",deams recommends this product!,10 Sep 2020,"Buat yang kesel sama mata panda dan butuh perawatan buat mata, boleh coba nih. Eye creamnya bikin mata lebih tenang dan lembab juga cerah gitu. Teksturnya juga lembut, wangi produknya juga enak dan tidak menyengat sama sekali. Harus digunain rutin biar keliatan hasilnya ... Read more",4
Eye Serum,desimulya,"Dry, 25 - 29",desimulya recommends this product!,08 Sep 2020,"ini eyecream dg pemakaian terlama! dulu2 aku paling ga bisa bertahan lama sama eyecream seringnya ganti produk padahal produk lama blm habis. Alesannya ya 1 krn ga ngerasain manfaatnya. Tpi eye cream ini lain, lembabnya kerasa dan mata panda aku yg parah ini mendingan l ... Read more",5
Eye Serum,kekehabeahan,"Combination, 19 - 24",kekehabeahan recommends this product!,08 Sep 2020,"serum ini membantu aku banget dalam masalah kulit di bawah mata aku, meringankan masalah kantong mataku, dan juga bisa membantu masalah mata panda di kulit sekiran bawah mata aku. aku rekomendasiin buat yang punya masalah yang sama kek aku👍",5
Eye Serum,daniardepe,"Oily, 25 - 29",daniardepe recommends this product!,08 Sep 2020,"Pengen coba ini setelah Lacoco eye serum ku habis, karena ceritanya mau cari yg lebih murah. Beli ini dengan hari 140rb, isinya banyak. cepat menyerap di kulit, nggak bikin milia, jerawatan, dsb. Cukup melembabkan. untuk mata panda, belum ada efek signifikan setelah pem ... Read more",5
Eye Serum,Arnoet,"Combination, 35 - 39",Arnoet recommends this product!,07 Sep 2020,Pakai ini bener2 lembabin bgd area bawah mata aq lho seharian krn area bawah mata saya bener2 kering...n sblm pakai makeup pakai ini gak bikin ngecrack concealer jg...wow sukaa siih pakai ini selama pemakaian 1 tube yg udh mau abis siih cukup puas utk lembabin dan kerut ... Read more,4
Eye Serum,ameliaelvanie_,"Combination, 19 - 24",ameliaelvanie_ doesn't recommend this product!,07 Sep 2020,"kemasannya lumayan isinya banyak, suka sama teksturnya,cepet meresap pada kulit area sekitar mata, bikin fresh TAPI sama skali nggak ngilangin kantung mata ataupun mata panda padahal kurleb udh 5 bulan pakai produk ini...",3
Eye Serum,ai_rosmi,"Combination, 19 - 24",ai_rosmi recommends this product!,07 Sep 2020,"sebelumnya aku blm pernah pake eyeserum sama sekali. tapi semenjak sering begadang lingkar hitam di bawah muncul.akhirnya nemuin produk yang bener2 ampuh banget menyamar kan sekaligus mencerahkan juga. raiku eye serum ini bagus loh, tekstur nya cream putih, dan gak biki ... Read more",5
Eyeluminate Firming Serum,donata_tl,"Oily, 25 - 29",donata_tl doesn't recommend this product!,4 hours ago,"This is doesnt work on me! Sad banget. Mata pandaku tak tertolong, yg ada kadang risih pake ini. Aku ga tau yg review bintang 5 itu beneran berubahnya itu kayak gmna. Tekstur bening, aroma enak bgt sama kayak acne spotnya. Cuma bener2 ga works di aku! Hiks",1
Eyeluminate Firming Serum,verraa,"Dry, 19 - 24",verraa recommends this product!,3 days ago,"Pertama kali nyobain rangkaian azarine karna penasaran banget, Menurut aku ini eye cream super duperrrr wowww banget ga ngerti lagi, bentuk nya semacam gel gitu wangi Citrus dan lemon, gampang di apply nya dan mudah banget untuk meresap nya di bagian mata dan bikin lemb ... Read more",4
Eyeluminate Firming Serum,Fitriayden,"Normal, 35 - 39",Fitriayden recommends this product!,4 days ago,"produk2 dari azarine itu bikin pengen beli trus nyobain, krn harganya super terjangkau tapi produkny pada bagus2 semua efeknya di muka aku☺. termasuk eye serum ini, teksturnya spt serum pada umumnya, wanginya sama ky varian c-white lainnya,isinyabanyakutk ukuran eye ser ... Read more",5
Eyeluminate Firming Serum,finarr06,"Normal, 18 and Under",finarr06 recommends this product!,5 days ago,"ga kerasa udah sebulan make ini, wanginya nyegerin, warnanya bening agak butek gitu, buat ngeluarinnya harus digunting dulu, isinya 15 ml, ingredientsnya sih bagus², permasalahan bawah mata aku itu mata panda, jadi buat kerutan gt² aku gak tau ngefek apa engga, aku liat ... Read more",5
Eyeluminate Firming Serum,Trisnap_,"Combination, 19 - 24",Trisnap_ recommends this product!,6 days ago,"Eye serum pertama, beli ini karna awalnya udah cocok banget sama serumnya jadi penasaran pengen coba eye serumnya siapa tau cocok kan mana harganya murah lagi untuk sekelas eye treatment. teksturnya cair, bening, mudah meresap. setelah pemakaian kurang lebih 2 bulanan a ... Read more",4
Eyeluminate Firming Serum,ApriliaMS,"Combination, 19 - 24",ApriliaMS recommends this product!,11 Sep 2020,"Sejauh pake produk ini alhamdulillah aman2 aja ga ada reaksi negatif sama sekali, teksturnya gel tapi bukan gel yang super thick. Cukup ngelembapin area bawah mataku yang kering, tapi kalo untuk mengurangi mata panda belum keliatan sih. Harganya sangat affordable untuk ... Read more",4
Eyeluminate Firming Serum,Sophiaanjni,"Dry, 19 - 24",Sophiaanjni recommends this product!,10 Sep 2020,"sejauh ini pake produk ini masih aman-aman aja karena biasanya tiap pake eye product selalu gacocok gangerti lagi, setelah pake ini di seminggu pertama belum berasa efek apa2 setelah pake ini lama dan aku sering pake pagi malem karena suka begadang aku merasa mataku ga ... Read more",5
Eyeluminate Firming Serum,ingracesirait,"Dry, 25 - 29",ingracesirait recommends this product!,10 Sep 2020,"gatau kenapa ga pernah cocok tiap pake eyecream selalu buat mata gatel, iseng2 cobain eyecream ini trus beli karna murah, dan seneng banget ternyata cocok dong.dia ngelembapin bgt ya dibawah mata, tp kalo mau dipake sblm concealer aku saranin jgn banyak2 karna jd ngeblo ... Read more",5
Eyeluminate Firming Serum,anggrputri,"Combination, 25 - 29",anggrputri recommends this product!,10 Sep 2020,"Ini adalah produk eyecream pertamaku, ukurannya kecil tapi isinya banyak karena pakenya pun hanya setetes buat 2 spot undereye, jadi bakalan awet walaupun dipakenya 2x sehari. Harganya super terjangkau juga! Di aku sih dia bisa lumayan memudarkan lingkar mata yg warnany ... Read more",5
Eyeluminate Firming Serum,tsanqinr,"Dry, 18 and Under",tsanqinr recommends this product!,06 Sep 2020,"eye serumnya pun bikin bawah mata aku cerah. pokonya ketiga produk itu emang worth it banget bwt yg mau glowing dan mencerahkan kulit, mungkin karena dia ada kandungan vitamin c + niacinamide juga yang emang bagus banget buat kulit. eye serum ini packagingnya imut bange ... Read more",5
New Cell Eye Serum Roll On,pipittmatsuyama,"Combination, 25 - 29",pipittmatsuyama doesn't recommend this product!,4 days ago,"tertarik buat beli eye serum ini karna harganya paling murah dari eye serum merk-merk lain. Wangi green tea nya enak. Menurutku produk ini lebih ke menyegarkan sih ya, kurang bisa menyamarkan mata panda. Hoho.",3
New Cell Eye Serum Roll On,viraaugustina,"Combination, 19 - 24",viraaugustina recommends this product!,31 Aug 2020,ga sengaja sih beli ini waktu liat liat di dandan dan tertarik sama packaging nya. sempet sanksi sama produk ini terus pas iseng iseng nyoba enak dong di mata berasa dingin dan meredakan puffy eyes walaupun ga mencerahkannya. menurut ku dengan harga segitu uda worth it ... Read more,5
New Cell Eye Serum Roll On,tabitharyo0905,"Combination, 19 - 24",tabitharyo0905 doesn't recommend this product!,23 Aug 2020,"tertarik beli karna liat di supermarket dan harganya lumayan murah. penasaran juga karna kantong mata aku sangat hitam jadi pengen beli. ternyata ga ngaruh apa2, bawah mata aku masih hitam. tapi dia ada sensasi dingin gitu jadi bikin relax. packaging nya juga praktis, a ... Read more",2
New Cell Eye Serum Roll On,patile,"Oily, 19 - 24",patile doesn't recommend this product!,09 Aug 2020,"aku pake ini udh 1 tahun, untuk mencerahkan kantong mata si ini engga bekerja ya, tp kalo untuk sekedar melembabkan ini bekerja banget, trus dulu aku ada milia di bawah mata 1biji aku udh berusaha ngilangin dan udh hilang, semenjak aku pake new cell roll on ini milia ak ... Read more",2
New Cell Eye Serum Roll On,iamwidya,"Oily, 19 - 24",iamwidya doesn't recommend this product!,23 Jul 2020,"ini cuma ada sensasi dingin pas pakai. dan pas pakai jg, di aku ada efek perih dan gatal gitu. awalnya aku kira ini cuma efek dari eye serumnya aja, tapi 3 kali pakai masih jg sama, masih aja perih dan gatal",1
New Cell Eye Serum Roll On,erinabestarii,"Oily, 19 - 24",erinabestarii doesn't recommend this product!,20 Jul 2020,"Apa ya...... biasa aja. Ini sengaja aku taro kulkas biar dingin gitu. Emang sih pas dipake dingin dan relaxing gituu. Dia ada kaya sensasi menthol-nya gitu tp cuma dikit. Teksturnya cair, bening, lumayan wangi, rollernya dari semacan besi gitu tp aku ga gitu suka. Ga te ... Read more",2
New Cell Eye Serum Roll On,ratusahnaya12,"Combination, 18 and Under",ratusahnaya12 recommends this product!,16 Jul 2020,Eye roll-ball yang bagus buat nenangin mata kalo lagi kelelahan atau abis gadang dipakein ini enak banget apalagi kalo di masukin dulu ke kulkas jadi dingin. Ga ada efek mencerahkannya si di aku. Dalemnya ada cairan bening gitu dan ukurannya juga kecil jadi portable git ... Read more,3
New Cell Eye Serum Roll On,nadifaannisa,"Dry, 18 and Under",nadifaannisa recommends this product!,26 Jun 2020,serum roll on ini ga begitu bantu ngurangin mata panda/kantung mata. tapi ada sensasi dingin pas dipake jd mata kerasa lebih relax. yang engga aku suka beberapa menit setelah pemakaian ada efek panas gitu jadi kerasa agak perih,3
New Cell Eye Serum Roll On,ssarii87,"Oily, 30 - 34",ssarii87 doesn't recommend this product!,20 Jun 2020,hmmm sayang banget di aku nggak ada efek apa-apa sih. atau mungkin kurang lama makenya ya mesti berapa botol gitu baru keliatan hasilnya????🥺 tapi ngabisin satu produk gini tuh aku juga lamaaa baru abis. enaknya karena dingin bikin seger mata gitu aja sih tapi buat puf ... Read more,2
New Cell Eye Serum Roll On,vivinurw,"Combination, 25 - 29",vivinurw doesn't recommend this product!,13 Jun 2020,"Aku pakai ini kayak gak berasa ada efek apapun. Dia cuma kasih sensasi dingin waktu dipakai, jadi mata kerasa seger. Cuma setelah itu kantung mata ataupun kerutan di area sekitar mata tetep ada meskipun udah rutin dipakai tiap malem. Sekarang lagi cobain eye essence nya ... Read more",3
Time Freeze Eye Serum,ajoew31,"Combination, 25 - 29",ajoew31 recommends this product!,10 Sep 2020,"Aku beli set travel size dari series ini karena waktu itu lagi mulai concern untuk mencegah penuaan dini di usia 25+. Untuk eye serumnya, yang ku suka dia bikin kulit bawah mata jadi lebih halus dan lembut, terus nggak nyebabin milia malah waktu itu ada milia jd sembuh ... Read more",4
Time Freeze Eye Serum,imeldafurqoni,,imeldafurqoni recommends this product!,16 Jun 2020,"gabisa ngomong banyak ini recommended ato ga karna cuma 3 bulanan doang makenya, yg jelsa ini emg ngurangi fine lines karna sblmnya emg ada garis agak manjang di bawah mata dan langsung berkurang ukuran garis panjangnya tadi sejak pake ini, cuma menurutku agak kurang le ... Read more",4
Time Freeze Eye Serum,vania_evan,"Combination, 19 - 24",vania_evan doesn't recommend this product!,17 May 2020,"I'm not saying that it doesn't work but I think it could be better, terutama mempertimbangkan price pointnya. Dia cukup melembabkan area bawah mata dan mengurangi puffiness, but nothing more than that. Memang sih untuk mengurangi kantung mata yang dalam apalagi warnanya ... Read more",3
Time Freeze Eye Serum,devitahaerany,"Dry, 19 - 24",devitahaerany doesn't recommend this product!,12 May 2020,"Udah berharap banyak karna harganya lumayan tapi hasilnya....🙂 Pas aku pake entah kenapa kaya kerasa panas gitu, dan lengket juga pas di apply. Nyerepnya lama. Dan udah pake lumayan lama gak ada efek apa-apa. Untung sekarang udah ketemu yang lebih cocok.",2
Time Freeze Eye Serum,tsaniaup,"Combination, 19 - 24",tsaniaup doesn't recommend this product!,06 Apr 2020,harganya luamayan parah tp effect nya ga ada cm melembabkannya aja. tp kalau terlalu lembab over jg ga baik krn malah bikin darkcircles di aku ga ngaruh pdhl udh seneng yaa tp garis halus di mata masih aja ada malah kt ku makin dalam😢,3
Time Freeze Eye Serum,Hilmanurul,"Normal, 30 - 34",Hilmanurul doesn't recommend this product!,05 Apr 2020,"Lagi2 aku beli produk laneige gara2 keracunan reviewnya Suhay Salim. Seri Time Freeze dari Laneige ini adalah series untuk anti agingnya. ini eye serum Yang kupake pas pagi dan malam hari. sayangnya efek anti agingnya ga berasa di mataku, cuman dapet lembabnya doank. ef ... Read more",3
Time Freeze Eye Serum,limmartha,"Combination, 25 - 29",limmartha doesn't recommend this product!,01 Feb 2020,Tekstur eye serum ini licin banget dan mudah menyerap. Gak banyak membantu permasalahan kerutan di aku tapi cukup melembabkan lah. Mama ku pake juga dan dia lumayan suka sih katanya bikin area mata dia lebih kencang. Mungkin kalo matta saggy lebih ngaruh yabkarena conce ... Read more,3
Time Freeze Eye Serum,Nauliajs,"Oily, 25 - 29",Nauliajs doesn't recommend this product!,31 Jan 2020,sayangnya laneige ini untuk produk eye carenya kurang sih menurutku. yg time freeze ini akh berharap buat mengurangi kerutan tapi nggak sama sekali.cuma membantu puffiness aja. tapi pronya dia kayak cair gitu jadi mudah menyerap,2
Time Freeze Eye Serum,ajengpratami,"Combination, 25 - 29",ajengpratami doesn't recommend this product!,28 Jan 2020,"Produknya mahal,tp kayanya ga sesuai sama harga..blm ngerasain efek sampingnya udh pemakaian beberapa bulan..tp produk ini dipake dikit bgt udh cukup,jd awet bgt bisa berbulan2..repurchase??no....mau coba produk lain dulu deh....",3
Time Freeze Eye Serum,marshmallow275,"Dry, 30 - 34",marshmallow275 doesn't recommend this product!,25 Jan 2020,harga mahal tp efeknya biasa aja.. ga dpt manfaat anti agingnya tp cukup melembabkan. jd kaya ga ada bedanya sama laneige waterbank eye gel.. kl mau coba bisa pake travel sizenya dulu yg 5ml. tp so far cocok sih cmn kl untuk repurchase pikir2 lagi,3
Genifique Eye Light-Pearl,dwifathonah,30 - 34,dwifathonah recommends this product!,3 days ago,"aplikatornya menarik bikin adem pas diaplikasikan. tekstur juga reach yg buat undereye lembab, tapi kayaknya kok ga ngaruh ya di aku? entah perasaan aja atau gimana. atau aku yg ga tiap hari pakai ya? aku pakai kalau malam aja karena takut berminyak kalau dipakai pagi j ... Read more",4
Genifique Eye Light-Pearl,dnvtapp,"Oily, 19 - 24",dnvtapp recommends this product!,05 Sep 2020,"Pasalnya, tak bisa dipungkiri, tanda-tanda penuaan dini secara perlahan kini mulai tampak. Di bagian pipi saja sudah mulai terlihat dark spots. Belum lagi, area under eye yang semakin menunjukkan garis-garis halus. Ditambah dengan kebiasaan sering begadang, membuat tamp ... Read more",4
Genifique Eye Light-Pearl,Kellycal,"Oily, 25 - 29",Kellycal recommends this product!,26 Aug 2020,"Aku punya travel size nya karena pas itu belanja di lancome dan dapat gift genifique 5 ml ini. Kata temen2 ku ini bagus buat mencerahkan mata panda. Tapi karena sekarang lagi treatment dokter, jd lagi gamau pake yg aneh2 dulu. Karena sayang blm dipake sama sekali, jadi ... Read more",5
Genifique Eye Light-Pearl,ntnpry,"Dry, 25 - 29",ntnpry recommends this product!,25 Aug 2020,"Kata kata di packagingnya itu ""Genifique Yeux Light Pearl- eye and lash concentrate"" . Aku beli yang travel size kok, jadi lebih murah. Meskipun travel size, tapi packagingnya gak berubah, tetep dapet applicator nya. Nah ini yang mau aku ceritain, aplikatornya ini super ... Read more",4
Genifique Eye Light-Pearl,Rohayuro,"Dry, 19 - 24",Rohayuro recommends this product!,02 Aug 2020,"Jujur, pas pertama kali pakai ini tuh rasanya bener-bener enak banget di area sekitar mata, apalagi ujung pipetnya yg kalau digosok ke area lingkaran mata tuh kayak rileks banget, bisa dipijet ringan, kayak ngebantu sirkulasi peredaran darah di sekitar mata, dan serum m ... Read more",4
Genifique Eye Light-Pearl,dsrchaidir,"Normal, 30 - 34",dsrchaidir recommends this product!,04 Jun 2020,"Suka banget dengan cool sensation right after I apply it on my eyelids, corner of my eyes dan bisa dijadikan sebagai booster eyelashes juga (esp sewaktu lagi rajin-rajinnya eyelash extension). Saya kombinasikan pemakaiannya dengan Genifique Eye Cream and I'm happy with ... Read more",5
Genifique Eye Light-Pearl,Yunipermatasari,"Oily, 25 - 29",Yunipermatasari recommends this product!,02 Jun 2020,"Jujur, sampe detik gw ga tau fungsi eyeserum/eyecream secara signifikan apa . Karena alhamdulillah , gw ga ada masalah dengan area mata . Tp gw tetep rajin dan pake berbagai merk eyeserum . tekturnya sendiri putih keruh dan ada tools aplikatornya , dulu gw dapat arahan ... Read more",4
